,2020_winter,2020_spring,2020_summer,2020_autumn,2021_winter,2021_spring,2021_summer,2021_autumn,2022_winter,2022_spring,2022_summer,2022_autumn,2023_winter,2023_spring,2023_summer,2023_autumn
btm_obs,81.8509608277901,81.16783216783217,80.65217250900041,76.84385427306778,80.66888528138529,81.53882575757576,84.54009608277902,80.10406698564593,84.7340564738292,84.37387612387613,80.26193181818182,78.8290513833992,79.00427807486632,81.35640495867769,80.2803943044907,79.31818181818181
btm_forecast,81.2274761495992,80.29629484590117,80.1883262744655,77.43976650296486,79.03601168966912,80.85877654335717,84.82652903131792,79.50533984608627,81.87872068941101,81.21836013870164,81.22452697753906,79.61564918186353,79.56219538180372,80.6434901292659,80.05593828199204,79.13157471743497
btm_simulate,81.27161862527716,79.54895104895105,81.29089133369267,75.91011235955055,77.38636363636364,79.74204545454546,85.59423503325942,79.41267942583731,84.21384297520662,82.77222777222777,81.44886363636364,80.4901185770751,80.48663101604278,80.25413223140497,80.61555312157722,76.4659090909091
btm_std,11.74428600985203,11.21099921837065,10.7952184252022,11.04919265352504,11.74428600985203,11.21099921837065,10.7952184252022,11.04919265352504,11.74428600985203,11.21099921837065,10.7952184252022,11.04919265352504,11.74428600985203,11.21099921837065,10.7952184252022,11.04919265352504
btm_mae,5.730398916626978,5.731019452196822,5.346963138639929,5.440365319052992,5.730398916626978,5.731019452196822,5.346963138639929,5.440365319052992,5.730398916626978,5.731019452196822,5.346963138639929,5.440365319052992,5.730398916626978,5.731019452196822,5.346963138639929,5.440365319052992
btm_simulate_mae,7.806837326331911,7.141061954860175,7.250658898326416,7.530177244139509,7.806837326331911,7.141061954860175,7.250658898326416,7.530177244139509,7.806837326331911,7.141061954860175,7.250658898326416,7.530177244139509,7.806837326331911,7.141061954860175,7.250658898326416,7.530177244139509
mid_obs,79.7911149825784,80.20217745217745,78.8074080254102,75.90663456393793,78.29967403628119,78.12093253968253,83.17057684862564,78.1625939849624,84.00748556998556,83.45621838478982,79.69002976190477,80.18162525879917,78.08338001867415,80.14051226551229,78.22591317651558,75.27083333333333
mid_forecast,80.12373181696415,79.4339283231705,78.81557142918379,76.70793216556328,79.2517745965192,79.03957330158781,82.53545478439773,79.10009094228721,84.55020997844218,83.37615718272642,80.43848037492661,81.08923451796822,79.058527176231,79.62002111823013,78.41059515247794,76.48954343795776
mid_simulate,79.54355400696865,77.4993894993895,79.18480938658156,74.53611556982344,77.29336734693877,78.5922619047619,83.31416957026713,78.53007518796991,86.16125541125541,84.2276295133438,80.60892857142856,80.74378881987579,78.47899159663865,78.18127705627705,78.97360872059667,74.60119047619048
mid_std,14.21766970704966,13.96887787498547,13.45653972562643,13.05282254776262,14.21766970704966,13.96887787498547,13.45653972562643,13.05282254776262,14.21766970704966,13.96887787498547,13.45653972562643,13.05282254776262,14.21766970704966,13.96887787498547,13.45653972562643,13.05282254776262
mid_mae,6.069643663713825,6.266925645926798,6.476977147930064,5.426516874712647,6.069643663713825,6.266925645926798,6.476977147930064,5.426516874712647,6.069643663713825,6.266925645926798,6.476977147930064,5.426516874712647,6.069643663713825,6.266925645926798,6.476977147930064,5.426516874712647
mid_simulate_mae,7.872462896109105,7.988530921765344,8.52140426360465,7.662282120395327,7.872462896109105,7.988530921765344,8.52140426360465,7.662282120395327,7.872462896109105,7.988530921765344,8.52140426360465,7.662282120395327,7.872462896109105,7.988530921765344,8.52140426360465,7.662282120395327
top_obs,78.5373112659698,80.9290293040293,80.84571462731434,77.21709470304975,77.57142857142857,77.8732142857143,84.81939605110337,79.85855263157895,83.30681818181817,83.02197802197803,80.1919642857143,79.0593944099379,76.75490196078432,81.00040584415584,79.62062535857717,78.01785714285714
top_forecast,79.71828750783142,79.8882318940355,80.8785443830793,77.87351517501268,79.24760180590103,78.97970171996523,82.41200990710108,80.55339586645141,84.69661208097037,83.39762518956111,79.25551504067012,80.46115454235431,78.33684274529209,80.38973301107235,79.55209903093295,78.04118769509452
top_simulate,80.15766550522649,78.52838827838829,82.44083828653412,78.09711075441412,78.6658163265306,79.86428571428569,84.8588850174216,81.46522556390978,86.57711038961038,84.82025117739404,81.54375000000002,82.17624223602486,78.73249299719886,79.62175324675323,79.78227194492254,74.9375
top_std,16.64291596122584,15.93932134328454,13.98587646074776,13.73425959530769,16.64291596122584,15.93932134328454,13.98587646074776,13.73425959530769,16.64291596122584,15.93932134328454,13.98587646074776,13.73425959530769,16.64291596122584,15.93932134328454,13.98587646074776,13.73425959530769
top_mae,7.43147689828517,7.766850810679605,7.865910243640842,7.16954266735807,7.43147689828517,7.766850810679605,7.865910243640842,7.16954266735807,7.43147689828517,7.766850810679605,7.865910243640842,7.16954266735807,7.43147689828517,7.766850810679605,7.865910243640842,7.16954266735807
top_simulate_mae,10.52641395908544,9.934930055108095,9.147979467016166,9.484501347708896,10.52641395908544,9.934930055108095,9.147979467016166,9.484501347708896,10.52641395908544,9.934930055108095,9.147979467016166,9.484501347708896,10.52641395908544,9.934930055108095,9.147979467016166,9.484501347708896
